what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400047089146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400047099906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400047107445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400047128319
error,log,,,"Unhandled event loop exception",1400047128379
error,log,,,"Unhandled event loop exception",1400047128399
error,log,,,"Unhandled event loop exception",1400047128399
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1400047140124
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1400047148632
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1400047160231
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400047166406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400047171941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400047174763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400047176461
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1400047177782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400047186697
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1400047186729
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1400047198376
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400047206798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400047212300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400048180220
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1400048181484
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1400048187196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400048198413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400048200610
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1400048249802
